user,location,geoLocation,tweet,timeStamp,replies,retweets,favorites,url
@IsaiahTwenty18,"Iowa City, IA",,"Winter break just needs to hurry up, school just feels so pointless right now. #Truu #ChristmasBreak",12:58 PM - 18 Dec 2013,0,0,4,https://www.twitter.com/IsaiahTwenty18/status/413412893959282688
@Kassblevins5,"Chickamauga,GA",,Waking up on a weekday and not having to go to school is one of the best feelings ever  #christmasbreak,9:09 AM - 1 Jan 2013,0,2,2,https://www.twitter.com/Kassblevins5/status/286157299091898368
@kileywinter,,,past 4:00 and still in my pajamas...#christmasbreak,2:11 PM - 15 Dec 2012,0,1,2,https://www.twitter.com/kileywinter/status/280072678239502336
@sherryngick,Indiana,,#CoenMasterBuilder just announced he's very busy this morning coding a detailed sequence in @blocksworldgame #ChristmasBreak #KidsCanCode,5:53 AM - 22 Dec 2014,1,2,4,https://www.twitter.com/sherryngick/status/547027147370807296
@michebabyy,,,My stepmom and I are still in our jammies and have been playing board games for the past four hours #thisisthelife #christmasbreak,1:38 PM - 26 Dec 2013,1,0,5,https://www.twitter.com/michebabyy/status/416322186102587392
@sydneycheyennne,,,"It's Sunday and I don't hate my life
#christmasbreak",11:47 AM - 23 Dec 2012,0,6,5,https://www.twitter.com/sydneycheyennne/status/282935475948376064
@c_kreider21,,,knowing that it's sunday and i don't have to wake up for school tomorrow morning  #christmasbreak,2:38 PM - 22 Dec 2013,1,4,8,https://www.twitter.com/c_kreider21/status/414887634583171073
@lauraebert_spt,,,NO MORE PENCILS NO MORE BOOKS NO MORE TEACHERS DIRTY LOOKS!!! #christmasbreak ,1:57 PM - 11 Dec 2014,0,2,22,https://www.twitter.com/lauraebert_spt/status/543162642438037505
@JBeldyga,,,Corunna Schools closed today. In related news- I'm not getting dressed until Sunday at the earliest. #hibernation #yolo #christmasbreak,1:51 AM - 20 Dec 2013,1,4,19,https://www.twitter.com/JBeldyga/status/413969867025289216
@batmankm,In my Studio working.,,Painting at the dinning room table with my daughter #Batgirl and #Batman #slingingpaint #ChristmasBreakpic.twitter.com/Up06XFKu5o,5:02 PM - 27 Dec 2018,2,1,25,https://www.twitter.com/batmankm/status/1078456070367072258
@NAPPYTABS,"North Hollywood, CA",,Last Day of school for 3 weeks. #ChristmasBreak #Pumpedpic.twitter.com/lxjFN6nw38,5:42 PM - 15 Dec 2017,3,1,65,https://www.twitter.com/NAPPYTABS/status/941845950397431809
@JohnnnnyW,,,"En route to Florida, see ya in January! #christmasbreak #sun",3:17 PM - 18 Dec 2013,0,0,11,https://www.twitter.com/JohnnnnyW/status/413447856238768128
@davidherkimer,,,If any teacher thinks I will be bringing books to class tomorrow and actually doing work .. They're in for a surprise #smd #christmasbreak,4:22 AM - 20 Dec 2012,0,2,3,https://www.twitter.com/davidherkimer/status/281736218369196033
@gorr_geous,"Atlanta, GA",,2 more days until school out #ChristmasBreak,3:13 AM - 18 Dec 2012,0,10,0,https://www.twitter.com/gorr_geous/status/280994143143075840
@katielowe09,,,"I may or may not have watched 8 episodes of ""Once Upon a Time"" in less than 24 hours. 
#youdecide #christmasbreak
",2:56 PM - 28 Dec 2012,2,1,5,https://www.twitter.com/katielowe09/status/284795045566115840
@JakeRakoci,"Orlando, FL",,Bout to do the boot scoot'n'boogie all the back to clermont for #ChristmasBreak,8:42 AM - 12 Dec 2012,0,0,5,https://www.twitter.com/JakeRakoci/status/278902726581170176
@VinceAllsbrook,,,"Go cast and crew of ""Happy Days!"" We are gonna rock the stage and the drama room next semester!! #theatre #christmasbreak #thankgoodness",9:30 AM - 21 Dec 2012,0,3,6,https://www.twitter.com/VinceAllsbrook/status/282176216700702721
@Taytaybay8,"Chicago, IL",,Home sweet home :))) #christmasbreak #familypic.twitter.com/a9IQP79,5:53 PM - 17 Dec 2012,2,0,4,https://www.twitter.com/Taytaybay8/status/280853241862963201
@sammyparsonss,"jax, fl",,I hope these next two weeks go by fast! #ChristmasBreak ,8:50 AM - 8 Dec 2013,0,1,4,https://www.twitter.com/sammyparsonss/status/409726584548261888
@2twinkies2luv,"Nevada, USA",,Let's bring on the holiday cheer!  We're ready! #christmasbreak #love http://instagram.com/p/wy1WjiAsXt/ ,8:02 AM - 19 Dec 2014,1,2,17,https://www.twitter.com/2twinkies2luv/status/545972369282457600
@MAinAdulting,"Grapevine, TX",,"He hasn't bathed in 2 days, no idea when the last time he washed his hands was, and he is eating his pasta without a fork. I'm winning this mom thing today! #boymom #momlife #parenting #momsquad #momblogger #mamasboy #gross #christmasbreak #christmasvacationpic.twitter.com/u7g57QG6XJ",5:15 PM - 22 Dec 2018,7,2,28,https://www.twitter.com/MAinAdulting/status/1076647363811438598
@MichelleWieWest,"Stanford, CA",,And now.....VACATION TIMEEE  #lastdayofschool #christmasbreak,1:02 PM - 23 Nov 2014,13,5,85,https://www.twitter.com/MichelleWieWest/status/536625965531955200
@AnthDougherty,"Wellington, FL",,That smile.  My beautiful little girl knows that we are all on vacation in a few short days. #ChristmasBreakpic.twitter.com/J2tldvD7Vh,4:37 PM - 18 Dec 2016,1,0,25,https://www.twitter.com/AnthDougherty/status/810645157129441280
@bleeezy,"Minneapolis, MN",,Going out in public so frantically trying to brush the puppy chow residue off the front of me #christmasbreak,6:31 PM - 28 Dec 2013,0,0,5,https://www.twitter.com/bleeezy/status/417120728429785089
@Stephenastanek,,,"Jingle bells, taking L's, hit me with a sleigh. I'm so done, this isn't fun, there goes my gpa. :) #christmasbreak #School #GPA #funniest #lol",4:36 PM - 18 Dec 2017,0,3,72,https://www.twitter.com/Stephenastanek/status/942916606073737216
@adeichelberger,"Canton, OH",,Lol at people who are still in school. #christmasbreak ,7:14 AM - 20 Dec 2012,0,4,0,https://www.twitter.com/adeichelberger/status/281779548104839168
@macdaddy696911,The Abyss,,"Can not wait for this week of hell, i mean school to be over #ChristmasBreak #FINALS",8:09 AM - 15 Dec 2013,0,3,2,https://www.twitter.com/macdaddy696911/status/412253042390495232
@mfcoleman_xo,,,This last week is gonna feel like forever. #comeon #christmasbreak,4:07 AM - 18 Dec 2012,0,4,1,https://www.twitter.com/mfcoleman_xo/status/281007857535680512
@kallieeshaee8_,Tx,,We only have to 'school' for three more weeks yal #wecandoit #christmasbreak ,9:22 PM - 29 Nov 2015,0,2,9,https://www.twitter.com/kallieeshaee8_/status/671197604202459136
@Its_Uppy,"Dallas, Texas",,I don't check my grades till the end of the break. I can't have them ruining my Christmas spirit! #CollegeProbs #ChristmasBreak,10:13 PM - 15 Dec 2012,0,1,2,https://www.twitter.com/Its_Uppy/status/280193939233988608
@renaudgravel,Montréal,,Happy #christmasbreak ! :D @borntobelieveJB @loveyoujustin1D @fred_1Djb_glee @Flo_gleektvd @row_nialler @nsnandbeliebe,1:42 PM - 21 Dec 2012,0,6,4,https://www.twitter.com/renaudgravel/status/282239722246524929
@sara3lizab3th29,,,It feels so good just to lay in bed and not have to worry about a thing #christmasbreak ,5:42 AM - 20 Dec 2014,0,2,4,https://www.twitter.com/sara3lizab3th29/status/546299678501765121
@bretsenior,UNC Chapel Hill,,"2:30pm
I wake up
My mom is drunk
#ChristmasBreak",11:45 AM - 17 Dec 2013,1,0,16,https://www.twitter.com/bretsenior/status/413032204642447360
@outfielddigital,"Barnsley, England",,"Merry Christmas everyone! Big thanks to all our lovely clients, partners and the Umbraco community, we've had the pleasure of working on some great projects with you all!  #H5YR #umbraco #devlife #christmasbreakpic.twitter.com/Nuxjs2t1Pk",6:11 AM - 22 Dec 2017,1,2,8,https://www.twitter.com/outfielddigital/status/944208755692097536
@tayyV12,,,Nights with @OKAYtiee07 and @Amire94El >>>>>>> #christmasbreak,8:25 PM - 13 Dec 2012,0,1,4,https://www.twitter.com/tayyV12/status/279441987143364610
@lindseyrdarling,,,@ThatDarlingg is home wooo let the games begin! #Christmasbreak #familytime,12:19 PM - 13 Dec 2012,0,1,2,https://www.twitter.com/lindseyrdarling/status/279319562971922432
@cassondra__h,"Austin, TX",,I just want this next week to be over. #tiredofstudying #christmasbreak ,3:37 PM - 16 Dec 2012,0,7,2,https://www.twitter.com/cassondra__h/status/280456640547913728
@jgauthier10,,,"All I want for Christmas is a case of beer, and a room full of sloots! Is that too much to ask for? #ChristmasBreak",4:13 PM - 24 Dec 2012,0,2,2,https://www.twitter.com/jgauthier10/status/283364779135991809
@lexigordon22,,,"I miss @7miklain7 so much!  
& Disneyland.  #ChristmasBreakpic.twitter.com/1QY6lGjzNm",1:15 PM - 4 Mar 2014,1,1,14,https://www.twitter.com/lexigordon22/status/440958754456997888
@nickboddy9,6IX,,Roady home with @TylerSehovic and #Tommer! #ChristmasBreak,2:46 PM - 20 Dec 2013,0,1,5,https://www.twitter.com/nickboddy9/status/414164981362331648
@TorrShaw,,,1 More week to go! #ChristmasBreak #HurryUp,3:23 AM - 14 Dec 2012,0,1,2,https://www.twitter.com/TorrShaw/status/279547245861429248
@MasonTCopeland,,,So..I've spent all day on my couch. #christmasbreak,12:21 PM - 19 Dec 2012,1,3,3,https://www.twitter.com/MasonTCopeland/status/281494598738661377
@bryceacurrier,,,15 schools days left #christmasbreak #letsgo,1:58 PM - 1 Dec 2013,1,2,10,https://www.twitter.com/bryceacurrier/status/407267365622403072
@ProbzHC,,,Last full week until #christmasbreak this week. #hcprobz,6:26 PM - 9 Dec 2012,0,4,2,https://www.twitter.com/ProbzHC/status/277962587814100993
@abbi_mcfalls,"Crawfordville, FL",,When I see #BB19 put up #ChristmasBreak on the screenpic.twitter.com/sK6OhEUoJF,6:31 PM - 6 Jul 2017,0,7,24,https://www.twitter.com/abbi_mcfalls/status/883136313507098624
@josiahhawley,"Los Angeles, CA",,When in #Arkansas...! #Family #holidays #Christmasbreak #iwantmyownactionmoviepic.twitter.com/CdpjGtqXBQ,5:13 PM - 26 Dec 2014,1,5,42,https://www.twitter.com/josiahhawley/status/548647870732066817
@faith_gilliam,,,im beyond excited for our last test tomorrow #didntstudythough #english #dontcare #CHRISTMASBREAK,6:54 PM - 20 Dec 2012,0,1,2,https://www.twitter.com/faith_gilliam/status/281955700287082496
@jennaezarik,"Los Angeles, CA",,I’ve played so much black ops 2 in the past 5 days I think I’m starting to hate it. Seriously. An unhealthy amount. #christmasbreak,8:04 PM - 18 Dec 2012,19,8,17,https://www.twitter.com/jennaezarik/status/281248713983275008
@KaylaAllen00,"Cincinnati, OH",,Three weeks couldn't come by fast enough. #christmasbreak,4:11 AM - 3 Dec 2013,0,8,5,https://www.twitter.com/KaylaAllen00/status/407844621914353665
@caitlyn_quinn,"Atlanta, GA",,Everyone on fb and twitter are in NYC or Disney World and I'm just like hmm I think I'll go take another look in the fridge#christmasbreak,2:25 PM - 17 Dec 2012,0,0,7,https://www.twitter.com/caitlyn_quinn/status/280800951160426496
@eumayors,Brussels,,"Covenant #cities worked hard during #Christmasbreak: We reached +5,000 #Energy & #ClimateAction Plans submitted! http://www.covenantofmayors.eu/actions/sustainable-energy-action-plans_en.html …",7:58 AM - 7 Jan 2016,0,10,7,https://www.twitter.com/eumayors/status/685128257440722945
@MichaelLattanz3,"Portage, In",,"Just got home from practice, time to get this breaak poppin(: 
#ChristmasBreak!",4:02 PM - 21 Dec 2012,0,1,2,https://www.twitter.com/MichaelLattanz3/status/282274980308324352
@54DuncanDerrick,"Emporia, KS",,Watched over 12 hours of Netflix today! #christmasbreak,12:48 AM - 19 Dec 2014,0,3,13,https://www.twitter.com/54DuncanDerrick/status/545863268565540864
@JazzGracenote,Soupstar Ent.,,"Thank you @ukgdos! Ganda simula ng umaga 

Stream the song here:
https://open.spotify.com/track/5pt03IOWP2sdLbD7taVodM?si=0nlT4CmlSIO_2dsjSskL4w …
#christmasbreak #spotify #umagangkayganda #soupstar #universalrecordsphpic.twitter.com/RutN4lgulF",6:28 PM - 25 Nov 2019,0,1,23,https://www.twitter.com/JazzGracenote/status/1199152986557014017
@LovettKim,,,"One more day till freedom, kids. #ChristmasBreak",3:17 PM - 19 Dec 2013,1,2,7,https://www.twitter.com/LovettKim/status/413810431057096704
@NateisFly,Batangas City,,Kapit lang guys. We're almost there. #ChristmasBreak ,2:38 AM - 17 Dec 2014,1,48,50,https://www.twitter.com/NateisFly/status/545166179438845952
@UhLyse,Omaha,,I went shooting in Cheyenne Wells today with @AANNAstly and @spizzeray #smalltown #shootcrap #christmasbreakpic.twitter.com/Rh4DGDnbqH,8:43 PM - 27 Dec 2013,1,0,4,https://www.twitter.com/UhLyse/status/416791614132977664
@beccagloverrr,,,the fact that I don't have to get up tomorrow for anything is the best feeling ever. #donewithfinals #christmasbreak,10:03 PM - 13 Dec 2012,0,1,2,https://www.twitter.com/beccagloverrr/status/279466562702958592
@ElmerG20,NEBRASKA,,Been eating too much #christmasbreak #startingtosoon,6:39 PM - 22 Dec 2012,0,3,2,https://www.twitter.com/ElmerG20/status/282676749123346432
@jaycray7,,,two more weeks.. #christmasbreak,7:33 PM - 10 Dec 2012,0,2,3,https://www.twitter.com/jaycray7/status/278341788371144704
@L_MARIE_R,,,"Well Liberty, it's been fun, but I'm ready for a break! Danville, here I come! :) #Christmasbreak",12:11 PM - 12 Dec 2012,0,0,3,https://www.twitter.com/L_MARIE_R/status/278955187857682433
@J18Will,Sioux Falls,,"One more day gone, which means one day closer to being done with #Finals and having #ChristmasBreak #PartyTime",10:49 PM - 10 Dec 2012,0,1,2,https://www.twitter.com/J18Will/status/278391098655797249
@ughmaddie,LA / NYC,,Seriously so excited to be able to say tomorrows Friday #ChristmasBreak #Yay,5:47 AM - 20 Dec 2012,0,2,1,https://www.twitter.com/ughmaddie/status/281757675153420289
@NolanArd,"Peoria, IL",,All good things come to an end #christmasbreak,1:59 PM - 2 Jan 2013,0,3,2,https://www.twitter.com/NolanArd/status/286592589329735681
@amybruni,"Portsmouth, RI","Worcester, MA","Good morning. In case you were wondering, we're going nowhere fast today. #christmasbreak… https://www.instagram.com/p/BdAeTE1AfrO/ ",6:11 AM - 22 Dec 2017,4,3,113,https://www.twitter.com/amybruni/status/944208784137834496
@mandamo11,"Salt Lake City, UT",,Trying to decide if I want to go out on some crazy adventure today... Or if I want to sit home and watch movies all day. #christmasbreak,10:15 AM - 17 Dec 2012,0,1,3,https://www.twitter.com/mandamo11/status/280738116954890242
@Wes_IRL,Mars,,I miss the live stream fam! One more week until the streams return! Hope you guys haven been getting into too much trouble #ChristmasBreak,6:33 PM - 26 Dec 2016,18,7,306,https://www.twitter.com/Wes_IRL/status/813573559150907392
@sableheese,"St. Louis, Mo","Florida, USA",The fact that I just ate a hotdog and a pretzel for dinner #DisneyWorld #christmasbreak,5:01 PM - 16 Dec 2014,0,1,6,https://www.twitter.com/sableheese/status/545020848395288578
@DianeRuff1,,,Weird paying for food without using meal equivalency and dining dollars.. #christmasbreak @caseypreuett @its_ME_dani_p @keepinupwithkvs,10:51 AM - 18 Dec 2012,0,1,2,https://www.twitter.com/DianeRuff1/status/281109403057401856
@mrbenleblanc,Monkeytown Canada,,Well the last day of school is finally here for me someone pour me a drink #christmasbreak,3:28 AM - 19 Dec 2013,0,1,6,https://www.twitter.com/mrbenleblanc/status/413631973878669312
@Ty_Grossay,,,Sleeping in on a Monday #christmasbreak,7:45 AM - 24 Dec 2012,0,3,4,https://www.twitter.com/Ty_Grossay/status/283237086201540608
@nolanderthal,,,550 piece puzzle completed in a mere 2 hr 43 min #ThatCrazyCollegeLife #ChristmasBreakpic.twitter.com/qTHTXDNbEO,10:09 PM - 15 Dec 2014,0,1,18,https://www.twitter.com/nolanderthal/status/544736037860167681
@leviwhit24,Dawsonville,,This week can seriously not end soon enough!! #comeon #christmasbreak,4:25 PM - 16 Dec 2013,0,4,4,https://www.twitter.com/leviwhit24/status/412740272213458944
@rcherry71,"Toledo, OH","Toledo, OH",@RockyPatelCigar Royale in the #CherryLounge. Day 1 of the #ChristmasBreak #happyhumidorspic.twitter.com/OAmYYBqcRQ,7:30 PM - 20 Dec 2014,0,6,6,https://www.twitter.com/rcherry71/status/546507857357963264
@nevanderwoude,,,Best part about this Sunday is that I don't have to do homework for school the next day #christmasbreak,9:39 AM - 22 Dec 2013,1,1,4,https://www.twitter.com/nevanderwoude/status/414812528162521089
@houstonwilliams,"Kentucky, USA",,Last day of school #YesYesYes #ChristmasBreak,4:48 AM - 18 Dec 2012,1,3,4,https://www.twitter.com/houstonwilliams/status/281018134360645633
@ChelsieJacobson,"Iowa, USA","Jewell Junction, IA","""It makes you horny!""-Kevin Jacobson explaining a card in apples to apples, to me, tiff, and drew, it got awkward real fast! #ChristmasBreak",8:16 PM - 22 Dec 2013,1,1,5,https://www.twitter.com/ChelsieJacobson/status/414972836860923904
@magicalmaths,"London, England",,"Who else does not have an ounce of Sunday night blues?! 

#Christmasbreak",1:15 PM - 22 Dec 2013,3,2,6,https://www.twitter.com/magicalmaths/status/414866790880403456
@6Exchange,"Deal, England",,"What more can I say  #lovedeal
#Travel #holidays #shopping #bag #dealkent #dealkentuk #whitecliffscountry #selfcatering #weekendbreak #seaside #christmasbreak #charactercottage #characterholidaycottage #shoppingbagpic.twitter.com/1tdQgUmtZX",9:23 AM - 25 Nov 2019,1,0,3,https://www.twitter.com/6Exchange/status/1199015841473454080
@LilyRugar,,,finally i can get some of my storage back #christmasbreakpic.twitter.com/e6uB5NJVQo,3:39 PM - 18 Dec 2015,0,1,12,https://www.twitter.com/LilyRugar/status/677996655367598080
@fullerchandler8,"Har-Ber, Arkansas",,"""Just one more episode."" #ChristmasBreak",9:24 PM - 23 Dec 2015,0,4,9,https://www.twitter.com/fullerchandler8/status/679895403521675264
@Tannerkretchman,,,Eating way too much junk food #ifeelfat #Christmasbreak,3:23 PM - 25 Dec 2012,0,2,5,https://www.twitter.com/Tannerkretchman/status/283714634077306880
@TheTimSlaton,,,I've lost track of what day it is. #ChristmasBreak,9:40 PM - 27 Dec 2012,0,9,1,https://www.twitter.com/TheTimSlaton/status/284534187938172930
@kaleylynne_,⋆ ૐ⋆,,No school for me tomorrow! #christmasbreak #finally,6:31 PM - 20 Dec 2012,0,4,1,https://www.twitter.com/kaleylynne_/status/281950103172960257
@rebecca_robbie,Chick-fil-A,,"2 days down, 6 to go. I can do this  #christmasbreak #almostthere",7:06 PM - 11 Dec 2012,0,3,2,https://www.twitter.com/rebecca_robbie/status/278697389152423936
@jake_bosak23,Your Mom,,Fuck you guys I'm goin home #christmasbreak #finally,12:18 PM - 20 Dec 2013,0,2,5,https://www.twitter.com/jake_bosak23/status/414127616321273856
@LivAnn_,IG: oliviathoroughman,,soo it would be wonderful if we could just skip over this whole next week completely.. #christmasbreak #cantwait ,9:54 PM - 14 Dec 2013,0,6,1,https://www.twitter.com/LivAnn_/status/412098388159905792
@TaylorHancock11,,,My school mode is off  #christmasbreak,7:30 AM - 20 Dec 2013,0,2,4,https://www.twitter.com/TaylorHancock11/status/414055231991730177
@SSSSSSSummer,Tallmadge,,I just want all of this stress to go away #icanthandleit #christmasbreak #hurry ,6:48 PM - 19 Dec 2012,0,2,3,https://www.twitter.com/SSSSSSSummer/status/281591783950000128
@mschimmel11,,,I'm going to miss my Augie family #christmasbreak,7:01 AM - 14 Dec 2012,0,1,3,https://www.twitter.com/mschimmel11/status/279601922233757696
@ModernDayMoms,,,The days are all mushing together at this point. #christmasbreak,5:48 AM - 30 Dec 2013,1,17,6,https://www.twitter.com/ModernDayMoms/status/417653370368057344
@xavierc_5,DTX,,"this whole week I've progressively gotten lazier each day, oh well it's almost
#christmasbreak",4:08 PM - 18 Dec 2013,0,5,6,https://www.twitter.com/xavierc_5/status/413460864562655232
@GCHSEncourage,,,Can we just get finals over with?  #ChristmasBreak,5:30 PM - 18 Dec 2013,0,3,4,https://www.twitter.com/GCHSEncourage/status/413481413107658752
@CMUSquirrel,Mt Pleasant,,FINALS ARE DONE!!!! NOW EVERYBODY IN THE CLUB GETTIN TIPSY #ChristmasBreak #SquirrelLifepic.twitter.com/NKTJPHFt,10:25 AM - 14 Dec 2012,0,3,9,https://www.twitter.com/CMUSquirrel/status/279653287203074050
@ZFederowicz,Connecticut,,These next 14 school days cant go by fast enough! #christmasbreak ,2:12 PM - 2 Dec 2013,4,10,6,https://www.twitter.com/ZFederowicz/status/407633451496783872
@jwatsonUCA,"Newtown, PA",,Ready to see @summerasfour12 and spend Christmas with her and the Asfours  #christmasbreak,6:51 PM - 17 Dec 2012,0,1,3,https://www.twitter.com/jwatsonUCA/status/280867919980789760
@treluce5,"Lufkin, TX",,"I've never had so much free time, it's weirdnot sure what to do. #christmasbreak",10:22 AM - 14 Dec 2012,1,1,2,https://www.twitter.com/treluce5/status/279652576398565377
@Eric_Sjostrom,,,When it hits you that you're free for a month after you finish finals. #christmasbreakpic.twitter.com/xPcw94GTCo,3:23 AM - 11 Dec 2014,1,0,20,https://www.twitter.com/Eric_Sjostrom/status/543003103889731584
@nicolerusso,"Boston,MA",,"So far, my mom has: offered my 13 yr old wine, gave 13 yr old her vintage fur coat, and fed her cereal and cake for dinner. #ChristmasBreak",5:03 PM - 28 Dec 2017,4,2,38,https://www.twitter.com/nicolerusso/status/946547100057329664
@TrackGirlProbs,US of A,,Sweating balls while sprinting on hotel treadmills is kinda my thing. #christmasbreak #trackgirlproblems,1:37 PM - 3 Jan 2014,0,7,56,https://www.twitter.com/TrackGirlProbs/status/419220992901529600
@11111900002900a,"Montréal, Québec",,definitely gonna make the most outta these days off #christmasbreak #partyhard,1:31 PM - 21 Dec 2012,0,1,2,https://www.twitter.com/11111900002900a/status/282236947253043201
@MILLERBOATLINE,"GPS: 5174 East Water St., Port Clinton, OH  43452",,"Between the holidays, Put-in-Bay sleeps. Pic via Peter Huston @filmaffects. #christmasbreakpic.twitter.com/wgDsyP7vx6",2:38 PM - 28 Dec 2015,1,5,20,https://www.twitter.com/MILLERBOATLINE/status/681605229595394048
@MykeMonte5,,,"Attention all Toledo smokes, I'm going to be home in less than 2 hours!! #ChristmasBreak #bender",9:49 AM - 21 Dec 2012,1,1,12,https://www.twitter.com/MykeMonte5/status/282180949561720832
@lilymclaughlin,,,"Free at last, free at last, thank God Almighty I'm free at last! #christmasbreak",12:16 PM - 18 Dec 2012,2,1,6,https://www.twitter.com/lilymclaughlin/status/281130785250099200
@Jasmin_Romero,"Manila, Philippines","Pasig City, National Capital Region","@DepEd_PH announces ammendment to its #ChristmasBreak schedule.
From Dec. 22, the new sched now begins on DECEMBER 15,2018 to give families more quality time with each other.pic.twitter.com/LWGjIM7tFV",7:28 PM - 27 Nov 2018,1,18,25,https://www.twitter.com/Jasmin_Romero/status/1067621312074399744
@AllisonHopeBlum,,,"I did something today that I haven't done since August... I did not set an alarm, it's a beautiful thing! #christmasbreak #rested",8:38 AM - 11 Dec 2012,1,1,2,https://www.twitter.com/AllisonHopeBlum/status/278539265590321152
@ramonasinger,"Manhattan, NY",,Been in the kitchen for hours preparing a home cooked meal for Avery's arrival!! #WelcomeHome #ChristmasBreak #HappyMama,12:53 PM - 17 Dec 2013,5,2,24,https://www.twitter.com/ramonasinger/status/413049384721346560
@CaseyFitz97,"North Reading, MA",,Can't wait to get back to boston for a week and see everyone #christmasbreak,11:53 AM - 20 Dec 2013,0,1,22,https://www.twitter.com/CaseyFitz97/status/414121361108258816
@FloppyWhaleFin,"Pensacola, FL",,I drank an entire half gallon of milk on my drive back home & threw up on the side of the road #christmasbreak #gostate,4:42 PM - 19 Dec 2015,0,1,24,https://www.twitter.com/FloppyWhaleFin/status/678374871097696256
@desiriedawn,Texas,,Let #ChristmasBreak begin!!! @fullerseminary @fuller_sispic.twitter.com/LbtDd7gfRc,1:21 PM - 11 Dec 2015,0,2,6,https://www.twitter.com/desiriedawn/status/675425180986966017
@galileahndz,,,Friends and family from other states are getting here this week & it just makes me even more excited for mex!  #christmasbreak#ahhh,3:56 PM - 12 Dec 2016,0,2,19,https://www.twitter.com/galileahndz/status/808460571033108481
@ConnorWeav,"Waco, TX",,And now I have to sit for an hour... #HURRY #ChristmasBreak #,8:25 AM - 21 Dec 2012,0,5,1,https://www.twitter.com/ConnorWeav/status/282159787913908224
@The93HannahS,Southern Illinois #5,,Can't wait to see my P.I.C.'s @Role_Player3 @b_lock3 @colemac4 #christmasbreak,5:00 PM - 23 Dec 2012,1,2,2,https://www.twitter.com/The93HannahS/status/283014281023352832
@Jkieff125,,,Got my workout in and watched a total of four movies today  #Christmasbreak,6:40 PM - 16 Dec 2014,0,0,3,https://www.twitter.com/Jkieff125/status/545045820329193472
@batesybabyy,,"Cascade, MI",I'm really loving this no homework thing!#ChristmasBreak ,8:20 PM - 22 Dec 2013,0,2,4,https://www.twitter.com/batesybabyy/status/414973781744971776
@baileydale22,"Savannah, GA",,I hope the next two weeks pass by fast. #christmasbreak,1:43 PM - 9 Dec 2012,0,10,2,https://www.twitter.com/baileydale22/status/277891292967624704
@hegy52,Zumbrota,,Lets fast forward a week. #christmasbreak,4:28 AM - 15 Dec 2012,0,2,1,https://www.twitter.com/hegy52/status/279925883253448705
@BillyBobsTexas,"Fort Worth, TX",,@thecadillacblak TONIGHT at @BillyBobsTexas! Start #ChristmasBreak off right with a little honky tonkin'!,1:43 PM - 20 Dec 2012,0,2,2,https://www.twitter.com/BillyBobsTexas/status/281877492732661761
@KafrinQuacks,,,Craving this Christmas sleepover with all of my babies. #bestfriends #christmasbreak @doitlikecarolyn @echols_hannah @sawahmawie @mlkmegan ,10:04 AM - 30 Dec 2012,0,3,0,https://www.twitter.com/KafrinQuacks/status/285446364089966593
@chasingthemo0n,"Birmingham, AL",,Home bound tomorrow #finally #christmasbreak ,7:24 PM - 9 Dec 2012,1,2,2,https://www.twitter.com/chasingthemo0n/status/277977104124092416
@belliso_O,Parking Spot 183,,Got showered and changed into another pair of pajamas #christmasbreak,1:18 PM - 24 Dec 2014,0,1,9,https://www.twitter.com/belliso_O/status/547863849874235392
@VealMadeEasy,,,Great #ChristmasBreak recipe ideas to keep the kids busy & happy! https://www.youtube.com/watch?v=5fzRfdass8s … #CookingVideo,1:00 PM - 27 Dec 2017,0,3,10,https://www.twitter.com/VealMadeEasy/status/946123622632099840
@Kevin_Kerr7,,,Cant wait for my sis to come to DC and watch these 2 games! House just got 1000x louder and chaotic @Idontkerrrrr #MissedYou #ChristmasBreak,2:12 PM - 15 Dec 2012,0,2,3,https://www.twitter.com/Kevin_Kerr7/status/280072787488550912
@JordaanCummings,University of Arkansas,,"11-4 watch Netflix
4-11 work 
11-3 watch Netflix 

#ChristmasBreak",12:47 PM - 18 Dec 2013,1,2,5,https://www.twitter.com/JordaanCummings/status/413410094148509696
@Mr_Lamont6,"Plano, TX",,Exams... Ain't no body got time fa dat!  #ChristmasBreak,4:52 AM - 18 Dec 2012,0,1,5,https://www.twitter.com/Mr_Lamont6/status/281019193644687361
@tatigarvin,,,3rd day of school and its already getting old... #christmasbreak #whereyouat,4:11 AM - 22 Aug 2013,0,6,3,https://www.twitter.com/tatigarvin/status/370503439224410112
@JoPotter8,,,Starting the day knowing your in to the semi final of the @ContiUK cup  especially after a tough away tie to @EvertonLadies who are getting better&better this season  now time to enjoy the #ChristmasBreak pic.twitter.com/NAjTOe4cmV,3:18 AM - 17 Dec 2017,1,5,102,https://www.twitter.com/JoPotter8/status/942353216917917697
@calebmckee1,Southern Mattoon University,,Done with school #christmasbreak,6:31 PM - 13 Dec 2012,0,2,2,https://www.twitter.com/calebmckee1/status/279413354634825730
@TTarvin22,,,And I'm done. #ChristmasBreak #DallasBound,8:50 AM - 12 Dec 2013,0,0,12,https://www.twitter.com/TTarvin22/status/411176316818313216
@miska_35,"North Branch, MN",,So pumped to be back in Minnesota next month  #homesweethome #ChristmasBreak,7:35 PM - 4 Nov 2013,0,1,10,https://www.twitter.com/miska_35/status/397567741168599040
